,YBAcm1,YBAcm2,YBAcm3,YBAcm4,YBAcm5,YBAcm6,YBAcm7,YBAcm8,YBAcm9,YBAcm10,YBAcm11,YBAcm12
Timestamp,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest
6/20/2007,417214,231099,123725,77321,45894,38582,22761,10159,1032,793,170,5
6/19/2007,415387,228347,120960,80199,46117,39080,22378,10185,1031,793,170,5
6/18/2007,412553,227820,122266,79452,46682,38934,21831,9968,1026,793,170,5
6/15/2007,423439,234996,121663,85024,46104,38316,21620,9768,984,723,170,5
6/14/2007,468821,258166,135590,90396,49442,39351,21316,8605,1859,724,172,5
6/13/2007,413382,225627,121312,79574,48963,35244,21463,7935,1204,724,171,5
6/12/2007,408501,211405,114457,79141,47818,33044,18829,6695,1099,721,171,5
6/11/2007,471627,229303,123756,80769,52792,34349,18870,6220,1099,723,171,5
6/8/2007,458468,217737,116297,79084,52276,33884,18864,6210,1099,723,171,5
6/7/2007,3380,452524,212609,108990,74290,47009,32487,17429,5291,1100,729,170
6/6/2007,56737,411011,201243,111689,73198,45218,31227,16064,4428,1070,729,170
6/5/2007,101353,370953,172768,108484,70397,42481,31929,14223,4518,1070,729,170
6/4/2007,419005,370953,172768,107123,69281,41393,30679,12954,4517,1370,229,170
6/1/2007,431136,368891,170599,109377,69043,40077,31088,12896,4654,1420,229,170
5/31/2007,427715,375716,175610,108851,69397,39908,30233,12901,4654,1420,229,170
5/30/2007,431567,367930,172939,104615,68671,39566,30200,12859,4601,1420,229,170
5/29/2007,437768,351794,166242,100851,70564,39856,29603,12563,4601,1420,229,170
5/28/2007,444853,352143,161981,99187,70547,39950,29909,12552,4186,1420,229,170
5/25/2007,444853,352143,161981,99187,70547,39950,29909,12552,4186,1420,229,170
5/24/2007,450123,336858,163973,101811,68103,42384,30602,12546,4002,1420,240,162
5/23/2007,457232,333659,162420,96010,64945,38573,29374,12544,4000,1419,238,162
5/22/2007,457232,333659,162420,96010,64945,38573,29374,12544,4000,1419,238,162
5/21/2007,459868,333091,165459,95537,65292,38737,29153,12259,3999,1419,238,162
5/18/2007,460049,333968,169580,94535,65102,39750,28804,11960,3999,1419,238,162
5/17/2007,462508,334335,167940,95429,63405,39897,28772,11594,3999,1419,237,162
5/16/2007,471795,337646,171709,95466,63397,40662,28143,11630,4000,1419,238,162
5/15/2007,461276,307312,160937,94334,65441,43744,28516,11424,4001,1418,238,162
5/14/2007,464467,301449,163211,91683,61989,41174,28030,11222,4001,1418,238,162
5/11/2007,474208,304403,168824,92317,61154,42094,29635,11346,4000,1418,233,162
5/10/2007,492571,335719,195334,104722,67548,44953,33291,11726,4001,1112,243,162
5/9/2007,457191,288307,156718,89140,58841,41878,27698,10080,3534,1112,243,162
5/8/2007,455210,292041,158734,88041,58527,43692,25771,9130,3534,1112,243,162
5/7/2007,458354,284632,157186,92653,57311,44650,25134,8938,3534,1112,243,162
5/4/2007,459502,284075,158321,92794,57298,43253,22747,8665,3531,1112,237,162
5/3/2007,446153,262025,151636,92194,57709,39373,21358,8648,3531,1112,232,162
5/2/2007,441549,255906,151313,92075,58671,39929,21300,8737,3528,1112,332,162
5/1/2007,443982,287992,150792,92200,59688,39899,20305,8639,3528,1112,332,162
4/30/2007,448615,283820,148375,89559,59316,38551,20305,8638,3431,1112,205,162
4/27/2007,452952,320501,149649,91236,60047,38916,18032,8218,3431,1112,205,162
4/26/2007,455027,347793,158741,99994,60536,39416,18207,8547,3432,1112,205,162
4/25/2007,468102,374392,172234,97118,58398,38713,18045,8682,3417,1114,205,162
4/24/2007,476356,369790,166026,96212,57531,35562,17793,8597,3412,1112,202,162
4/23/2007,425349,286286,147247,90640,57984,36523,16468,7831,3411,1112,196,162
4/20/2007,425349,286286,147247,90640,57984,36523,16468,7831,3411,1112,196,162
4/19/2007,415534,285496,145897,88171,58326,34815,15743,7992,2316,1112,196,162
4/18/2007,408947,271233,146821,83016,55659,34582,16287,7414,2300,1112,197,162
4/17/2007,404627,273071,142162,81413,55174,34017,16316,7387,2300,1112,197,162
4/16/2007,408851,270767,138688,77434,55188,33715,16204,7356,2285,1112,197,162
4/13/2007,409339,265011,135976,74730,55113,33241,16199,7358,2285,1112,197,162
4/12/2007,418380,268876,139219,75127,55546,33789,16357,7430,2276,1112,187,162
4/11/2007,403829,265855,148382,75313,54152,32662,14999,7934,2276,1112,174,162
4/10/2007,440576,273365,148125,74235,52472,29830,14361,7784,2276,1112,174,162
4/5/2007,450997,291245,151468,72033,53331,29113,13972,7580,2276,1112,174,162
4/4/2007,437195,298345,151521,72298,50475,29396,13772,7480,2276,1112,174,162
4/3/2007,405840,289296,147444,71679,52209,29549,14395,7662,2276,862,174,160
4/2/2007,408076,273731,134799,67536,52389,27794,14123,6918,2276,862,174,160
3/30/2007,418010,265193,136209,66147,53867,30042,14074,6712,2276,862,121,12
3/29/2007,401109,237305,129163,63912,51128,26410,13718,6936,2276,362,121,12
3/28/2007,400336,237224,128273,63812,47349,26618,13512,6840,2276,362,121,12
3/27/2007,384972,224998,125196,61295,45217,26666,13468,6706,2028,362,121,12
3/26/2007,394847,249259,146477,62981,48035,27236,13460,6796,2029,362,121,12
3/23/2007,394969,235240,136722,58068,46969,25790,13409,6695,2029,362,121,12
3/22/2007,406678,243766,126560,59455,46815,27762,13508,6945,2029,362,121,12
3/21/2007,400342,230093,131539,55747,46176,27086,13439,6795,2029,362,121,12
3/20/2007,428453,245331,150200,52872,43806,26305,13577,5994,2029,362,121,12
3/19/2007,425101,222606,127044,53990,42885,25390,13779,5600,2029,362,121,58
3/16/2007,445128,226952,142917,54765,41788,23502,13806,6251,2029,362,121,58
3/15/2007,418121,171819,120425,51289,39436,22833,11958,5236,2029,362,122,59
3/14/2007,397106,162039,117539,52070,38084,20975,10981,5087,1926,362,122,59
3/13/2007,398824,170557,114723,52461,38267,20230,10755,3823,1851,362,122,59
3/12/2007,404157,165206,113698,54140,39601,20158,10509,2081,2051,462,272,59
3/9/2007,363799,143135,98472,49021,36667,18873,9858,1801,1903,362,122,12
3/8/2007,3377,367941,144973,96312,48701,34841,19146,10116,1801,1903,362,122
3/7/2007,145775,378106,146114,97908,47601,35358,19031,10020,1038,1652,88,216
3/6/2007,161924,365286,139711,108540,48126,36358,19134,10014,1038,1548,88,316
3/5/2007,171710,378126,149356,112826,49291,37618,19378,10447,1039,1548,88,316
3/2/2007,183655,376589,153618,110622,48246,35951,20149,9888,1068,1548,88,220
3/1/2007,177570,369432,141444,109514,47320,35329,20084,9568,1108,1548,88,20
2/28/2007,181659,392664,162191,126557,50818,35489,20112,9717,1158,1548,88,20
2/27/2007,186773,366414,124089,102007,46972,34471,19068,9861,1088,1550,88,20
2/26/2007,187919,368332,119777,101078,44518,34457,18913,9662,1086,1548,69,20
2/23/2007,182917,353890,117556,99276,41748,33898,18751,9710,1086,1548,69,20
2/22/2007,178600,348715,112913,95510,39450,34727,18288,9710,1086,1548,69,20
2/21/2007,177964,349222,111310,91664,37210,34986,18203,9719,1052,1548,69,20
2/20/2007,174217,335776,114310,91202,36875,34974,18034,9316,1052,1548,69,20
2/19/2007,175478,338450,108986,87226,35909,34423,17894,9306,1052,1548,69,20
2/16/2007,174073,341353,107034,87168,36789,34253,17942,8706,1024,1548,69,20
2/15/2007,171821,342372,104925,84852,36354,34325,18435,9016,1124,1548,69,20
2/14/2007,172079,330018,103777,80695,34501,33469,17651,9010,1056,1538,51,8
2/13/2007,172079,330018,103777,80695,34501,33469,17651,9010,1056,1538,51,8
2/12/2007,174783,335168,105623,75278,33442,33337,17520,8976,1056,1538,51,8
2/9/2007,176237,330429,100205,75623,33298,32974,17670,8976,1056,1488,51,8
2/8/2007,173011,363013,97767,75332,34973,33602,17920,8901,1106,1489,51,8
2/7/2007,170617,347671,101323,72751,34217,34007,18460,8796,1055,1588,51,8
2/6/2007,168337,353192,111877,78229,32786,34230,17856,8476,1024,1588,51,8
2/5/2007,169678,345476,95234,73199,32016,34055,17970,8348,1024,1288,51,8
2/2/2007,166586,333524,95474,73154,32323,33377,17950,8118,1024,1289,51,8
2/1/2007,166959,345633,92764,71385,33241,32476,18929,8715,1298,1314,51,8
1/31/2007,172649,345751,92793,72578,33157,32093,18555,8646,1298,1391,51,8
1/30/2007,174912,395373,85896,72144,31981,31605,18004,8501,1198,1867,51,8
1/29/2007,186457,415538,91460,75785,32386,33166,18126,8101,1198,1890,115,7
1/26/2007,207401,469577,84396,71540,30373,32022,17382,8072,1197,1890,115,7
1/25/2007,205120,463255,82519,71803,30273,31922,17382,8072,1197,1890,115,7
1/24/2007,205332,463072,85840,70609,29289,30291,17642,8122,1197,1890,115,7
1/23/2007,202631,371052,80286,68268,28747,28831,17415,7979,1196,1890,115,7
1/22/2007,187164,352955,75048,67362,29181,26599,18857,7979,1196,1890,115,7
1/19/2007,178068,331149,67525,66732,28624,26499,18631,8139,1196,1890,115,7
1/18/2007,174835,320508,70033,62615,28325,26071,19237,8057,1096,1990,116,7
1/17/2007,171146,301885,67421,61352,26342,27343,18338,7708,1096,1865,115,5
1/16/2007,168171,292230,74163,61916,27743,26236,18373,7973,1196,1865,215,5
1/15/2007,177407,291966,68787,58233,27438,26724,18355,7973,1196,1865,215,5
1/12/2007,176231,285490,68719,55837,27852,27559,18329,8172,1196,1865,217,5
1/11/2007,175479,284007,68666,55007,27468,28016,18144,7813,1247,1865,219,5
1/10/2007,177174,262663,63253,54754,27027,24748,18700,7660,1245,1865,219,5
1/9/2007,179150,257530,63678,53436,27036,23925,19144,7769,1295,1915,269,5
1/8/2007,189013,262117,69768,53699,26845,23687,18507,7127,1215,1915,269,5
1/5/2007,190633,246161,65200,52059,26119,23079,18507,7127,1215,1915,269,5
1/4/2007,203078,246309,64602,50942,26148,23889,18732,7117,1265,1915,269,5
1/3/2007,197779,234459,61474,51578,25775,24816,19183,7167,1271,2090,419,5
1/2/2007,205372,241565,68626,51229,29184,24869,19463,7415,1621,2240,419,5
12/29/2006,205656,229429,65098,50078,31178,24884,18917,7190,2051,2115,419,5
12/28/2006,203053,214855,60711,49326,29488,24877,17323,6550,1721,2090,419,5
12/27/2006,201366,201577,63531,48989,28562,24671,17170,6300,1721,2090,419,5
12/22/2006,201533,199580,61157,47936,28613,24764,17120,6535,1721,2090,419,5
12/21/2006,202500,193005,59912,47465,28468,24894,17699,6624,1771,2090,419,5
12/20/2006,210640,219100,73779,53647,28918,24769,16692,6524,1721,2090,419,5
12/19/2006,210640,219100,73779,53647,28918,24769,16692,6524,1721,2090,419,5
12/18/2006,210985,213965,73746,52435,29080,24056,15066,7781,1721,2090,419,5
12/15/2006,219265,219288,72797,53580,28677,22744,14214,5786,1721,2090,419,5
12/14/2006,264319,219974,71904,53075,28429,21656,12895,5608,1721,2090,419,5
12/13/2006,301819,213300,60628,50944,28762,22295,12805,5500,1721,2090,419,5
12/12/2006,298272,191439,59843,48745,28471,21739,12796,5138,1721,2090,419,5
12/11/2006,299110,179626,63009,47609,28419,22237,12826,5253,1721,2090,419,5
12/8/2006,297742,167428,60381,47754,27981,21061,12938,5908,1743,2090,419,5
12/7/2006,1500,352460,207190,66738,49966,28233,20947,13174,6037,2239,2410,419
12/6/2006,77441,337126,173383,57660,46477,27057,20697,12862,5280,1739,2409,419
12/5/2006,85447,347427,177241,58531,47200,25600,21177,14032,4974,1539,1560,423
12/4/2006,112602,354118,182443,56879,43527,26388,19343,10929,5171,1589,1610,357
12/1/2006,110319,297318,148822,53048,41289,24265,18066,10427,4967,1539,1560,307
11/30/2006,110202,308952,154699,52780,44010,25248,18089,10821,4965,1539,1660,307
11/29/2006,106190,295704,150220,52832,40941,22631,18065,11073,5404,1482,1559,307
11/28/2006,107632,295146,144325,50339,38900,22503,18058,10888,5336,1457,1484,307
11/27/2006,112991,303175,145053,49379,37784,22603,18109,10688,5336,1457,1484,307
11/24/2006,112906,298459,143412,49531,37898,22739,18202,10623,5321,1457,1484,307
11/23/2006,108179,314365,143984,50124,38018,22739,18202,10623,5235,1457,1484,307
11/22/2006,112952,315398,146182,61780,36959,22092,17702,10623,5185,1457,1484,307
11/21/2006,119310,302472,146398,63508,38279,21851,17243,10465,5175,1457,1484,307
11/20/2006,118197,294554,138430,57683,37017,21596,17333,10415,5175,1457,1484,307
11/17/2006,120337,294904,143516,55276,36293,21135,17333,10315,5173,1457,1484,307
11/16/2006,121742,320826,154078,60628,37363,21667,17383,11077,5573,1457,1388,307
11/15/2006,128732,336152,149424,57428,36612,21365,17352,10421,5662,1455,1388,307
11/14/2006,138416,317732,148448,58755,37459,21180,16483,10692,5810,1480,1388,307
11/13/2006,133939,313288,138638,57155,37687,21230,16233,10517,5760,1380,1388,307
11/10/2006,139426,311486,141917,61405,37633,21319,16337,10512,5748,1380,1498,307
11/9/2006,142652,345149,144687,60706,36088,20270,15651,10114,5698,1280,1480,307
11/8/2006,146219,319987,135927,60777,34750,20312,15786,9849,4177,1080,1474,307
11/7/2006,139730,301295,130243,57227,34550,20219,15473,9862,3844,1080,1474,307
11/6/2006,139008,297771,129634,57870,34536,20036,15636,9912,3844,1080,1474,307
11/3/2006,137890,299426,137177,59192,37068,20160,18071,10258,3844,1074,1470,323
11/2/2006,146139,308174,134112,57888,36865,19817,16848,9089,3792,1074,1419,372
11/1/2006,143733,302080,122388,57225,36962,19567,15495,7892,3945,1124,1548,372
10/31/2006,163800,287406,118988,55894,35673,19449,15455,7908,3500,1118,1390,347
10/30/2006,171490,299169,127779,60921,37819,17938,16105,9103,3287,1101,1178,322
10/27/2006,171490,299169,127779,60921,37819,17938,16105,9103,3287,1101,1178,322
10/26/2006,172904,318778,130467,59018,37288,18576,16413,8815,3342,2226,978,222
10/25/2006,175940,304251,118903,56244,36219,17235,15108,7961,3285,2226,978,222
10/24/2006,182493,312868,128882,59321,37174,17642,15605,7986,3419,3256,979,222
10/23/2006,158914,274986,104698,53554,35443,17633,13633,7264,3209,1981,979,222
10/20/2006,162130,314077,102534,51978,34566,17780,15734,7751,2971,1875,929,222
10/19/2006,162130,314077,102534,51978,34566,17780,15734,7751,2971,1875,929,222
10/18/2006,159337,298296,99851,51663,32275,17279,15841,7247,2971,1875,929,222
10/17/2006,166834,310976,101511,51932,32250,17354,16093,7166,2971,1875,929,222
10/16/2006,169846,300183,96022,50177,32363,17193,13659,7658,3095,1975,929,222
10/13/2006,191449,325287,92075,52493,33202,17877,13399,6656,2569,1881,838,122
10/12/2006,188871,311653,98814,51289,32088,18138,13428,6035,2600,1771,838,175
10/11/2006,175012,264045,94003,48932,31067,16450,13237,5582,2459,1771,838,175
10/10/2006,182815,262450,89478,44745,31141,16629,13390,5356,2499,1771,838,175
10/9/2006,188909,248235,85373,43727,31062,16601,12758,5192,2449,1771,838,175
10/6/2006,179933,236786,83191,42147,31063,15683,13125,4993,2557,1776,838,175
10/5/2006,178949,236712,78400,40425,30356,15296,14789,4941,2549,1773,838,175
10/4/2006,173206,223599,74056,42429,30431,15478,14634,4941,2417,1722,788,175
10/3/2006,171315,208127,68543,38936,29920,15230,14609,4941,2417,1722,788,175
10/2/2006,174827,207854,70539,36133,29975,15169,14609,4941,1767,1715,788,175
9/29/2006,181478,221732,81225,37360,31110,15439,14609,5041,1771,1718,788,175
9/28/2006,179959,231573,78401,37237,30678,15358,14414,4919,1769,1718,788,175
9/27/2006,173263,225691,78277,36819,30245,15257,14384,4960,1729,1708,788,175
9/26/2006,178130,232819,75062,37220,30887,15052,14534,5000,1658,1703,788,180
9/25/2006,207060,249603,76764,36419,32713,15166,14484,5141,1387,1703,788,180
9/22/2006,222309,282094,76083,35442,33633,15136,14332,4889,1437,1703,788,180
9/21/2006,177614,208611,69275,35529,30302,14936,14112,4859,1437,1696,788,180
9/20/2006,209196,235347,79206,37133,32744,15614,14044,4814,1411,1599,789,180
9/19/2006,209196,235347,79206,37133,32744,15614,14044,4814,1411,1599,789,180
9/18/2006,209783,197369,72151,36770,29080,14987,10636,4714,1407,1590,789,180
9/15/2006,209783,197369,72151,36770,29080,14987,10636,4714,1407,1590,789,180
9/14/2006,215237,192092,71537,37166,29109,15572,10698,4848,1602,1590,881,180
9/13/2006,224281,185254,68930,36093,33805,15374,10698,3712,1206,1565,547,130
9/12/2006,214730,178150,65511,36480,31933,15509,10713,3512,1106,1615,490,80
9/11/2006,211684,172427,63743,35645,31933,15374,10713,3461,1107,1617,490,80
9/8/2006,225791,172797,61902,34970,31983,15460,10713,3127,1120,1607,490,80
9/7/2006,1500,233297,170981,63244,35594,31558,15281,10671,3027,1117,1605,490
9/6/2006,54674,223724,170397,61282,34652,29691,15112,10301,2623,1129,1605,493
9/5/2006,80545,228600,164393,59042,33756,29623,15174,10256,2139,1129,1605,493
9/4/2006,80341,239100,154320,58260,33518,29553,15454,10222,2035,1129,1605,493
9/1/2006,92629,243105,153060,58709,31926,29445,14652,10035,1735,1134,1540,493
8/31/2006,89135,240563,150346,56498,31776,28920,14602,9810,1735,1134,1540,493
8/30/2006,90579,232182,145635,54448,31471,28608,14352,9835,1735,1134,1523,493
8/29/2006,93274,262128,146628,54536,31654,28608,14152,9635,1735,1134,1523,495
8/28/2006,94298,276507,143736,54241,32678,30418,14512,9975,1735,1132,1518,493
8/25/2006,96922,281555,139875,54683,31236,29317,14312,9726,1970,1132,1614,606
8/24/2006,97091,286371,143014,55368,30735,28380,13285,9808,1970,1132,1614,606
8/23/2006,98759,293559,129521,56818,31234,30612,13122,10058,1970,1138,1614,609
8/22/2006,101237,304270,123817,56026,31359,30728,13035,10008,1870,1135,1611,599
8/21/2006,103347,302799,123173,56071,31462,29687,13102,10283,1870,1135,1611,599
8/18/2006,103534,313912,118834,54123,31041,29346,12602,10232,1870,1135,1611,599
8/17/2006,111256,311141,124045,55015,30874,29346,12575,10132,1860,1135,1518,599
8/16/2006,112438,296346,113663,54936,30601,29656,13794,8288,1861,1185,1518,600
8/15/2006,115176,297025,113963,55453,30676,27225,12645,8088,1861,1185,1518,601
8/14/2006,119022,292954,114294,56950,30522,27379,12745,7938,1861,1185,1518,604
8/11/2006,118052,293290,113544,56748,30301,26347,12197,7837,1861,1185,1518,604
8/10/2006,121327,299245,114410,57891,30794,26260,12106,7652,1761,1188,1528,623
8/9/2006,118630,296466,108192,55795,30651,23395,12439,7892,1757,1215,1518,532
8/8/2006,121699,292170,105973,54950,29761,23607,12573,7930,1657,1215,1518,532
8/7/2006,121874,289319,104382,52047,28981,24074,12664,7924,1657,1210,1574,467
8/4/2006,126415,284418,102698,53391,28981,27007,12684,7924,1657,1215,1574,467
8/3/2006,133893,288667,101219,51373,29249,26752,12651,7924,1657,1215,1574,456
8/2/2006,136962,286564,99654,51137,28230,27740,12579,6417,1705,1356,753,554
8/1/2006,133592,283227,100393,52218,29856,23940,12673,6604,1705,1356,877,549
7/31/2006,141220,273994,97784,50667,27891,22913,12490,6626,1560,1456,918,625
7/28/2006,141009,275618,96864,50593,27982,21772,11729,6626,1545,1456,918,625
7/27/2006,135426,279213,94998,50837,27311,21271,12248,6631,1545,1456,918,625
7/26/2006,138819,283342,103427,52789,26889,21014,12065,6539,1870,1456,918,625
7/25/2006,137115,271586,96124,61152,26943,19892,12063,6487,1650,1431,918,625
7/24/2006,135382,267183,94581,62368,29205,19831,12610,6497,1650,1431,918,625
7/21/2006,135698,265543,90597,62456,26806,20107,11822,6498,1565,1431,918,625
7/20/2006,145314,273137,92722,62118,28280,19989,11987,6443,1565,1431,915,615
7/19/2006,146521,272645,96048,65133,27580,20034,11161,6453,1565,1431,915,615
7/18/2006,146248,268272,98188,67558,27284,19955,11163,6450,1605,1431,915,615
7/17/2006,152586,274442,102861,67307,26818,19614,11091,6345,1614,1430,901,612
7/14/2006,148282,271530,101061,68329,26828,19968,10863,6035,1639,1289,901,612
7/13/2006,151634,280966,99746,68187,25314,20208,10782,6024,1639,1289,901,612
7/12/2006,140093,271426,94927,68474,24048,19274,9874,5434,1634,1289,901,612
7/11/2006,148145,271104,98441,68252,23770,19014,9682,5382,1634,1297,901,597
7/10/2006,145690,266381,100639,68257,23872,19024,9186,5417,1580,1275,901,597
7/7/2006,143817,268499,97178,69381,23889,19109,9316,5417,1580,1275,901,597
7/6/2006,147770,270005,101448,72199,23883,19193,9377,5414,1560,1272,903,597
7/5/2006,147263,253578,97477,68377,23420,18929,9349,5459,1560,1272,908,597
7/4/2006,148448,254150,95433,68259,23227,18799,9212,5386,1560,1272,908,597
7/3/2006,167943,295958,106058,68152,23148,19075,9153,5871,1560,1272,908,583
6/30/2006,194022,266642,98759,68839,24413,19261,10500,6074,1590,1272,908,578
6/29/2006,189804,262700,90746,66265,24174,19071,10672,6039,1592,1272,908,390
6/28/2006,192414,247331,89278,62909,23677,18991,10327,5644,1592,1272,908,390
6/27/2006,191154,235922,86670,59972,24149,18786,10188,5526,1344,1272,908,390
6/26/2006,189253,220460,84018,56340,23746,17866,10105,5376,1344,1272,908,390
6/23/2006,194797,220767,85310,56749,23895,18112,10051,5126,1344,1272,910,390
6/22/2006,190805,204183,80339,52190,23367,16966,8958,4831,1344,1272,910,390
6/21/2006,196353,213039,79475,49553,23293,17010,8395,4316,1344,1272,909,390
6/20/2006,199113,212942,77497,48281,23029,18338,8458,4162,1344,1272,909,390
6/19/2006,204620,205842,77556,48909,21860,16368,8484,3923,1296,1272,874,390
6/16/2006,216471,190902,79691,48197,22171,16498,8559,3517,1295,1272,874,390
6/15/2006,254689,186072,76354,46730,22382,15443,8220,3237,1265,1272,774,390
6/14/2006,236230,172380,76785,43487,20915,15043,7874,3017,1262,1172,774,390
6/13/2006,250942,166807,75045,42493,20645,15019,7880,3018,1262,1183,774,390
6/12/2006,262103,162007,76217,41922,21098,15122,8030,3018,1262,1178,774,390
6/9/2006,266751,161608,76096,41922,21098,15122,8050,3038,1262,1178,774,390
6/8/2006,2055,267828,156401,77243,40400,24285,15121,7863,2768,1039,1178,771
6/7/2006,52118,256983,151575,71461,38810,23707,15196,7774,2268,1139,1181,682
6/6/2006,66963,328354,159217,67549,36898,23303,14729,7641,1617,1139,1181,682
6/5/2006,82946,311204,140184,67592,36434,23570,15426,7762,1617,979,1176,685
6/2/2006,85732,289351,124307,64063,35117,22080,15317,7314,1497,979,1180,719
6/1/2006,91666,294261,125681,62780,34116,22132,15177,7179,1494,1065,1165,809
5/31/2006,90543,286317,121307,61309,33347,21603,14855,7224,1092,915,1163,809
5/30/2006,94686,285222,123002,63729,32925,21594,14919,7705,1092,913,1163,794
5/29/2006,94254,279922,121145,62256,32044,21611,14921,7705,1092,913,1163,796
5/26/2006,100889,279834,122088,61913,32449,22351,14926,8705,1092,913,1162,803
5/25/2006,106509,284263,127566,60291,32194,22826,15768,9185,1342,913,1162,803
5/24/2006,107203,285714,128525,58708,32465,23531,16507,9956,1342,913,1167,816
5/23/2006,110672,292415,127237,57753,31373,23010,15432,9791,1583,913,1167,818
5/22/2006,117597,287056,122295,53959,30252,22988,15935,9661,1582,913,867,538
5/19/2006,128195,291519,131767,54535,31778,24836,14762,9018,1537,813,876,523
5/18/2006,130977,289538,131680,51658,30998,23705,14612,8992,1457,813,876,220
5/17/2006,132036,280085,130850,51382,30778,23531,14602,8887,1437,813,876,220
5/16/2006,132243,271833,128426,50385,28561,22429,14862,8791,1387,813,876,220
5/15/2006,129759,264106,116574,49804,28255,22303,14784,8791,1387,813,876,220
5/12/2006,131604,266780,117543,50563,28491,22053,15660,8842,1387,813,876,220
5/11/2006,146271,281548,121641,50557,28846,22536,14804,8790,1387,813,876,220
5/10/2006,146413,273358,122392,50253,28316,22536,15167,8677,1390,813,876,220
5/9/2006,139133,259029,118715,49563,27380,22091,14511,8660,1392,813,876,216
5/8/2006,146702,278328,121686,49548,27324,22253,14261,8585,1250,813,876,216
5/5/2006,154140,267021,119236,49581,27664,22432,14387,8016,1040,813,876,216
5/4/2006,163360,261324,112250,48440,27238,21506,13997,7766,940,813,876,216
5/3/2006,187708,289435,117752,49629,29659,22431,14176,7790,941,833,876,276
5/2/2006,176418,275918,107926,49893,28256,21535,13438,7435,941,813,876,246
5/1/2006,174682,271787,105560,47662,27273,21016,12811,7390,941,813,876,246
4/28/2006,175229,272349,108083,47016,27276,21138,12769,7510,957,813,876,246
4/27/2006,183223,273291,105162,46371,27487,21076,12640,6754,957,813,876,246
4/26/2006,205133,310835,109194,42058,27578,20529,12443,6735,957,809,876,201
4/25/2006,171301,255018,104969,39691,27809,19916,12030,6440,957,799,871,201
4/24/2006,182196,251855,105159,39537,27809,19901,12030,6440,957,799,871,201
4/21/2006,172797,284258,100118,40541,28497,19951,11849,6283,957,799,849,201
4/20/2006,165411,274820,97748,39561,27748,19397,11659,6290,957,799,809,201
4/19/2006,160497,259827,93146,37070,26945,19049,11209,6190,950,784,807,201
4/18/2006,164738,268354,90589,37197,27152,18653,11184,6270,950,779,802,196
4/13/2006,167267,250365,91575,37587,26944,18483,11372,6285,945,789,802,194
4/12/2006,167267,250365,91575,37587,26944,18483,11372,6285,945,789,802,194
4/11/2006,167888,257454,91064,37901,26902,19209,13077,6738,953,789,802,194
4/10/2006,167772,244257,87875,36215,27439,18956,12260,6337,953,809,797,194
4/7/2006,192223,264769,89019,37545,29595,18947,12357,6393,944,809,797,194
4/6/2006,187939,286724,89206,33372,30059,18959,12192,6369,944,809,797,194
4/5/2006,172610,269806,75883,31643,29645,19626,12162,6144,944,769,797,194
4/4/2006,148502,255959,72055,30596,28627,20465,11464,5949,947,620,777,194
4/3/2006,140956,223604,71747,30092,28397,19617,11149,5609,947,575,679,194
3/31/2006,140813,204307,72468,33750,29305,19563,11428,5609,947,575,629,194
3/30/2006,133006,172679,65720,29841,28092,18814,10773,5121,944,575,629,194
3/29/2006,135656,159967,63644,28272,29371,18506,10801,5167,944,575,630,194
3/28/2006,140265,160009,63779,30553,31348,20139,12867,6527,1522,486,620,164
3/27/2006,146304,159292,61148,30380,32386,20864,12911,6527,1522,486,620,164
3/24/2006,142533,137738,58018,30114,31327,19811,12132,6487,1522,486,620,164
3/23/2006,156903,177978,59138,30529,32561,20216,12356,6253,1522,486,620,164
3/22/2006,163997,187567,56733,32525,36458,22555,12486,6084,1492,486,620,164
3/21/2006,168071,182310,52324,31189,31302,20384,10514,6084,1592,486,620,130
3/20/2006,171855,171492,53989,31470,30904,20357,10514,6084,1592,486,620,130
3/17/2006,169483,162849,55586,31242,31309,20898,10614,6284,1588,486,620,130
3/16/2006,180637,158785,52672,31065,30618,20206,11345,6084,1714,486,708,130
3/15/2006,186839,161277,54358,31365,31273,20973,12070,6084,1714,486,708,130
3/14/2006,183683,155600,52200,30632,31300,22522,12415,6107,1671,436,728,130
3/13/2006,187398,141226,52585,29988,31998,21060,11363,5698,1617,436,728,130
3/10/2006,183487,134900,46690,29822,31570,22163,11170,5593,1617,436,750,130
3/9/2006,2279,182770,124407,47148,28980,30828,22084,11067,5633,1742,436,747
3/8/2006,45718,194530,112537,44995,26396,30535,21837,10997,4072,1771,538,747
3/7/2006,59058,221850,115217,45471,26103,30352,21282,11358,3972,1667,538,746
3/6/2006,69696,232390,111659,44907,26710,30392,21936,11590,4159,1621,538,746
3/3/2006,85605,240987,110968,46384,27692,29782,21627,11518,4159,1621,649,848
3/2/2006,87045,237184,114188,47220,27440,29661,21513,8572,4159,1621,506,597
3/1/2006,88134,253636,118178,49746,27401,29952,21228,8213,4155,1652,506,589
2/28/2006,93207,251851,119534,52088,27046,29605,21001,8102,4149,1552,506,581
2/27/2006,91578,266544,118228,52023,26015,29564,22193,8298,4250,1527,556,585
2/24/2006,92665,258228,117659,51366,27307,29192,21227,8174,4249,1524,556,585
2/23/2006,95730,253755,103980,49752,27158,27995,21527,8118,4074,1524,556,566
